skill_name,folder_name,source_repo,category,description,file_count,archive_path
clinical-variant-reporter,clinical-variant-reporter,clawbio,genomics,Classify germline variants from VCF/BCF files according to the ACMG/AMP 2015 28-criteria evidence framework and,9,clawbio/clinical-variant-reporter
clinpgx,clinpgx,clawbio,genomics,"Query the ClinPGx API for pharmacogenomic gene-drug data, clinical annotations, CPIC guidelines, and FDA drug",6,clawbio/clinpgx
crispr-screen-triage,crispr-screen-triage,clawbio,biology-other,Deterministic CRISPR screen hit ranking from local guide-level count tables,5,clawbio/crispr-screen-triage
de-summary,de-summary,clawbio,transcriptomics,"Summarise pre-computed differential expression results with ranked gene lists, biological themes, and publication-ready",1,clawbio/de-summary
diff-visualizer,diff-visualizer,clawbio,single-cell,Rich downstream visualisation and reporting for bulk RNA-seq differential expression and scRNA marker/contrast,10,clawbio/diff-visualizer
dnasp,dnasp,clawbio,biology-other,>-,11,clawbio/dnasp
drug-photo,drug-photo,clawbio,clinical,"Medication photo to personalised PGx dosage card via Claude vision — snap a pill, get genotype-informed guidance",17,clawbio/drug-photo
eqtl-catalogue-region-fetch,eqtl-catalogue-region-fetch,clawbio,database-query,|,17,clawbio/eqtl-catalogue-region-fetch
equity-scorer,equity-scorer,clawbio,genomics,"Compute HEIM diversity and equity metrics from VCF or ancestry data. Generates heterozygosity, FST, PCA plots,",5,clawbio/equity-scorer
fastreer,fastreer,clawbio,biology-other,>-,7,clawbio/fastreer
fine-mapping,fine-mapping,clawbio,genomics,"Statistical fine-mapping of GWAS loci using SuSiE, SuSiE-inf, and Approximate Bayes Factors to identify credible",13,clawbio/fine-mapping
flow-bio,flow-bio,clawbio,genomics,"Flow.bio API bridge — authenticate, browse pipelines/samples/projects, search, upload data, launch pipeline executions,",7,clawbio/flow-bio
galaxy-bridge,galaxy-bridge,clawbio,bioinformatics-general,"Galaxy tool discovery, intelligent recommendation, and execution — 8,000+ bioinformatics tools from usegalaxy.org",217,clawbio/galaxy-bridge
genome-compare,genome-compare,clawbio,genomics,Compare your genome to George Church (PGP-1) and estimate ancestry composition via IBS and EM admixture,11,clawbio/genome-compare
genome-match,genome-match,clawbio,genomics,Score genetic compatibility across all male-female pairings in a Genomebook generation,2,clawbio/genome-match
gwas-catalog-region-fetch,gwas-catalog-region-fetch,clawbio,genomics,|,18,clawbio/gwas-catalog-region-fetch
gwas-lookup,gwas-lookup,clawbio,genomics,"Federated variant lookup across 9 genomic databases — GWAS Catalog, Open Targets, PheWeb (UKB, FinnGen, BBJ),",32,clawbio/gwas-lookup
gwas-pipeline,gwas-pipeline,clawbio,genomics,End-to-end GWAS automation wrapping PLINK2 for genotype QC and REGENIE for two-step whole-genome regression association,13,clawbio/gwas-pipeline
gwas-prs,gwas-prs,clawbio,genomics,Calculate polygenic risk scores from DTC genetic data using the PGS Catalog,21,clawbio/gwas-prs
illumina-bridge,illumina-bridge,clawbio,bioinformatics-general,Import DRAGEN-exported Illumina result bundles into ClawBio for local tertiary analysis and downstream routing.,11,clawbio/illumina-bridge
lit-synthesizer,lit-synthesizer,clawbio,proteomics,"'Search PubMed and bioRxiv for bioinformatics literature, synthesise results into a structured report, and build",8,clawbio/lit-synthesizer
mendelian-randomisation,mendelian-randomisation,clawbio,genomics,"Two-sample Mendelian Randomisation from GWAS summary statistics with IVW, MR-Egger, weighted median/mode, and",7,clawbio/mendelian-randomisation
methylation-clock,methylation-clock,clawbio,epigenomics,Compute epigenetic age from DNA methylation arrays using PyAging clocks from GEO accessions or local files.,7,clawbio/methylation-clock
methylation-cycle,claw-methylation-cycle,clawbio,epigenomics,,5,clawbio/claw-methylation-cycle
multiqc-reporter,multiqc-reporter,clawbio,genomics,"Aggregates QC reports from any bioinformatics tool outputs (FastQC, fastp, STAR, Picard, samtools, etc.) into",5,clawbio/multiqc-reporter
ncbi-datasets,ncbi-datasets,clawbio,database-query,>-,3,clawbio/ncbi-datasets
nfcore-rnaseq-wrapper,nfcore-rnaseq-wrapper,clawbio,genomics,"Wrapper skill for running nf-core/rnaseq bulk RNA-seq preprocessing from FASTQ or BAM inputs with strict preflight, reproducibility outputs, and downstream handoff to ClawBio bulk RNA-seq DE skills.",34,clawbio/nfcore-rnaseq-wrapper
nfcore-scrnaseq-wrapper,nfcore-scrnaseq-wrapper,clawbio,single-cell,"Wrapper skill for running nf-core/scrnaseq upstream single-cell RNA-seq preprocessing from FASTQ with strict preflight, reproducibility outputs, and downstream handoff to ClawBio scRNA skills.",34,clawbio/nfcore-scrnaseq-wrapper
nutrigx-advisor,nutrigx-advisor,clawbio,genomics,"Personalised nutrition report from consumer genetic data (23andMe, AncestryDNA, VCF) — interrogates nutritionally-relevant",22,clawbio/nutrigx-advisor
omics-target-evidence-mapper,omics-target-evidence-mapper,clawbio,multi-omics,Aggregate public target-level evidence across omics and translational sources for research triage.,10,clawbio/omics-target-evidence-mapper
pharmgx-reporter,pharmgx-reporter,clawbio,genomics,"Pharmacogenomic report from DTC genetic data (23andMe/AncestryDNA) — 12 genes, 31 SNPs, 51 drugs",10,clawbio/pharmgx-reporter
profile-report,profile-report,clawbio,genomics,Unified personal genomic profile report — reads a PatientProfile JSON and synthesizes all skill results into,8,clawbio/profile-report
proteomics-clock,proteomics-clock,clawbio,proteomics,Compute organ-specific biological age from Olink proteomic data using Goeminne et al. (2025) elastic net aging,11,clawbio/proteomics-clock
proteomics-de,proteomics-de,clawbio,transcriptomics,Differential expression analysis for label-free quantitative (LFQ) intensity data with standard MaxQuant and,9,clawbio/proteomics-de
pubmed-summariser,pubmed-summariser,clawbio,proteomics,Search PubMed for a gene name or disease term and generate a structured research briefing of the top recent English-language,9,clawbio/pubmed-summariser
rare-disease-rnaseq,rare-disease-rnaseq,clawbio,transcriptomics,Blood RNA-seq expression-outlier detection for rare-disease diagnostics. Cases scored against a control reference panel; outliers ranked and filtered by a haploinsufficient disease-gene panel.,6,clawbio/rare-disease-rnaseq
recombinator,recombinator,clawbio,genomics,"Produce offspring genomes from parent pairs via meiotic recombination, mutation, and clinical evaluation",2,clawbio/recombinator
repro-enforcer,repro-enforcer,clawbio,bioinformatics-general,"Export any bioinformatics analysis as a reproducible bundle with Conda environment, Singularity container definition,",1,clawbio/repro-enforcer
rnaseq-de,rnaseq-de,clawbio,transcriptomics,"Differential expression analysis for bulk RNA-seq and pseudo-bulk count matrices with QC, PCA, and contrast testing.",10,clawbio/rnaseq-de
scrna-embedding,scrna-embedding,clawbio,single-cell,Local scVI/scANVI-based single-cell latent embedding and batch-aware integration from raw-count .h5ad or 10x,4,clawbio/scrna-embedding
scrna-orchestrator,scrna-orchestrator,clawbio,single-cell,"Local Scanpy pipeline for single-cell RNA-seq QC, optional doublet detection, clustering, marker discovery, optional",4,clawbio/scrna-orchestrator
seq-wrangler,seq-wrangler,clawbio,genomics,"""NGS read QC, alignment, and BAM processing pipeline. Wraps FastQC, BWA/Bowtie2/Minimap2, SAMtools, and MultiQC for automated read-to-BAM workflows.""",8,clawbio/seq-wrangler
skill-builder,skill-builder,clawbio,proteomics,"Scaffold a new ClawBio skill from a spec file (JSON/YAML) or interactively — generates SKILL.md, Python skeleton, tests, and updates catalog.json",7,clawbio/skill-builder
soul2dna,soul2dna,clawbio,genomics,Compile SOUL.md character profiles into synthetic diploid genomes (.genome.json) via trait-to-allele mapping,2,clawbio/soul2dna
struct-predictor,struct-predictor,clawbio,proteomics,"Protein structure prediction with Boltz-2. Accepts YAML inputs (single protein or multi-chain complex), runs",14,clawbio/struct-predictor
target-validation-scorer,target-validation-scorer,clawbio,clinical,Evidence-grounded target validation scoring with GO/NO-GO decisions for drug discovery campaigns,8,clawbio/target-validation-scorer
turingdb-graph,turingdb-graph,clawbio,database-query,"Build, query, and analyse biomedical knowledge graphs in TuringDB, a columnar graph database with git-like versioning.",17,clawbio/turingdb-graph
ukb-navigator,ukb-navigator,clawbio,database-query,"Semantic search across UK Biobank's 12,000+ data fields and publications — find the right variables for your",4,clawbio/ukb-navigator
variant-annotation,variant-annotation,clawbio,genomics,"Annotate VCF variants with Ensembl VEP REST, ClinVar significance, gnomAD/population frequency context, and prioritized",9,clawbio/variant-annotation
vcf-annotator,vcf-annotator,clawbio,genomics,"""Annotate VCF variants with Ensembl VEP, ClinVar, and gnomAD. Ranks variants by impact (HIGH/MODERATE/LOW/MODIFIER) and generates a reproducible report.""",8,clawbio/vcf-annotator
wes-clinical-report-en,wes-clinical-report-en,clawbio,genomics,Generates professional clinical PDF reports in English from WES (Whole Exome Sequencing) data with clinical interpretation,7,clawbio/wes-clinical-report-en
wes-clinical-report-es,wes-clinical-report-es,clawbio,genomics,"Generates professional clinical PDF reports in Spanish from WES (Whole Exome Sequencing) data with clinical interpretation,",7,clawbio/wes-clinical-report-es
adaptyv,adaptyv,kdense,proteomics,"""How to use the Adaptyv Bio Foundry API and Python SDK for protein experiment design, submission, and results retrieval. Use this skill whenever the user mentions Adaptyv, Foundry API, protein binding assays, protein screening experiments, BLI/SPR assays, thermostability assays, or wants to submit protein sequences for experimental characterization. Also trigger when code imports `adaptyv`, `adaptyv_sdk`, or `FoundryClient`, or references `foundry-api-public.adaptyvbio.com`.""",3,kdense/adaptyv
aeon,aeon,kdense,database-query,"This skill should be used for time series machine learning tasks including classification, regression, clustering, forecasting, anomaly detection, segmentation, and similarity search. Use when working with temporal data, sequential patterns, or time-indexed observations requiring specialized algorithms beyond standard ML approaches. Particularly suited for univariate and multivariate time series analysis with scikit-learn compatible APIs.",13,kdense/aeon
